index,status,pokedex_number,name,generation,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
528,"Generic",442,"Spiritomb",4,"Ghost","Dark",1,108,"Pressure","","Infiltrator",485,50,92,108,92,108,35,100,50,170,"Medium Fast","Amorphous","",50,30,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
529,"Generic",443,"Gible",4,"Dragon","Ground",0.7,20.5,"Sand Veil","","Rough Skin",300,58,70,45,40,45,42,45,50,60,"Slow","Dragon","Monster",50,40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
530,"Generic",444,"Gabite",4,"Dragon","Ground",1.4,56,"Sand Veil","","Rough Skin",410,68,90,65,50,55,82,45,50,144,"Slow","Dragon","Monster",50,40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
531,"PseudoLegendary",445,"Garchomp",4,"Dragon","Ground",1.9,95,"Sand Veil","","Rough Skin",600,108,130,95,80,85,102,45,50,300,"Slow","Dragon","Monster",50,40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
532,"PseudoLegendary",445,"Mega Garchomp",6,"Dragon","Ground",1.9,95,"Sand Force","","",700,108,170,115,120,95,92,45,50,350,"Slow","Dragon","Monster",50,40,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
533,"Baby",446,"Munchlax",4,"Normal","",0.6,105,"Pickup","Thick Fat","Gluttony",390,135,85,40,40,85,5,50,50,78,"Slow","Undiscovered","",87.5,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
534,"Baby",447,"Riolu",4,"Fighting","",0.7,20.2,"Steadfast","Inner Focus","Prankster",285,40,70,40,35,40,60,75,50,57,"Medium Slow","Undiscovered","",87.5,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
535,"Generic",448,"Lucario",4,"Fighting","Steel",1.2,54,"Steadfast","Inner Focus","Justified",525,70,110,70,115,70,90,45,50,184,"Medium Slow","Field","Human-Like",87.5,25,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
536,"Generic",448,"Mega Lucario",6,"Fighting","Steel",1.3,57.5,"Adaptability","","",625,70,145,88,140,70,112,45,50,219,"Medium Slow","Field","Human-Like",87.5,25,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
537,"Generic",449,"Hippopotas",4,"Ground","",0.8,49.5,"Sand Stream","","Sand Force",330,68,72,78,38,42,32,140,50,66,"Slow","Field","",50,30,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
538,"Generic",450,"Hippowdon",4,"Ground","",2,300,"Sand Stream","","Sand Force",525,108,112,118,68,72,47,60,50,184,"Slow","Field","",50,30,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
539,"Generic",451,"Skorupi",4,"Poison","Bug",0.8,12,"Battle Armor","Sniper","Keen Eye",330,40,50,90,30,55,65,120,50,66,"Slow","Bug","Water 3",50,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
540,"Generic",452,"Drapion",4,"Poison","Dark",1.3,61.5,"Battle Armor","Sniper","Keen Eye",500,70,90,110,60,75,95,45,50,175,"Slow","Bug","Water 3",50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
541,"Generic",453,"Croagunk",4,"Poison","Fighting",0.7,23,"Anticipation","Dry Skin","Poison Touch",300,48,61,40,61,40,50,140,100,60,"Medium Fast","Human-Like","",50,10,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
542,"Generic",454,"Toxicroak",4,"Poison","Fighting",1.3,44.4,"Anticipation","Dry Skin","Poison Touch",490,83,106,65,86,65,85,75,50,172,"Medium Fast","Human-Like","",50,20,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1
543,"Generic",455,"Carnivine",4,"Grass","",1.4,27,"Levitate","","",454,74,100,72,90,72,46,200,50,159,"Slow","Grass","",50,25,1,2,0.5,0.5,0.5,2,1,2,0,2,1,2,1,1,1,1,1,1
544,"Generic",456,"Finneon",4,"Water","",0.4,7,"Swift Swim","Storm Drain","Water Veil",330,49,49,56,49,61,66,190,50,66,"Erratic","Water 2","",50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
545,"Generic",457,"Lumineon",4,"Water","",1.2,24,"Swift Swim","Storm Drain","Water Veil",460,69,69,76,69,86,91,75,50,161,"Erratic","Water 2","",50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
546,"Baby",458,"Mantyke",4,"Water","Flying",1,65,"Swift Swim","Water Absorb","Water Veil",345,45,20,50,60,120,50,25,50,69,"Slow","Undiscovered","",50,25,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
547,"Generic",459,"Snover",4,"Grass","Ice",1,50.5,"Snow Warning","","Soundproof",334,60,62,50,62,60,40,120,50,67,"Slow","Grass","Monster",50,20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
548,"Generic",460,"Abomasnow",4,"Grass","Ice",2.2,135.5,"Snow Warning","","Soundproof",494,90,92,75,92,85,60,60,50,173,"Slow","Grass","Monster",50,20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
549,"Generic",460,"Mega Abomasnow",4,"Grass","Ice",2.7,185,"Snow Warning","","",594,90,132,105,132,105,30,60,50,208,"Slow","Grass","Monster",50,20,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,1
550,"Generic",461,"Weavile",4,"Dark","Ice",1.1,34,"Pressure","","Pickpocket",510,70,120,65,45,85,125,45,35,179,"Medium Slow","Field","",50,20,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
551,"Generic",462,"Magnezone",4,"Electric","Steel",1.2,180,"Magnet Pull","Sturdy","Analytic",535,70,70,115,130,90,60,30,50,268,"Medium Fast","Mineral","",NaN,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
552,"Generic",463,"Lickilicky",4,"Normal","",1.7,140,"Own Tempo","Oblivious","Cloud Nine",515,110,85,95,80,95,50,30,50,180,"Medium Fast","Monster","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
553,"Generic",464,"Rhyperior",4,"Ground","Rock",2.4,282.8,"Lightning Rod","Solid Rock","Reckless",535,115,140,130,55,55,40,30,50,268,"Slow","Field","Monster",50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
554,"Generic",465,"Tangrowth",4,"Grass","",2,128.6,"Chlorophyll","Leaf Guard","Regenerator",535,100,100,125,110,50,50,30,50,187,"Medium Fast","Grass","",50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
555,"Generic",466,"Electivire",4,"Electric","",1.8,138.6,"Motor Drive","","Vital Spirit",540,75,123,67,95,85,95,30,50,270,"Medium Fast","Human-Like","",75,25,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
556,"Generic",467,"Magmortar",4,"Fire","",1.6,68,"Flame Body","","Vital Spirit",540,75,95,67,125,95,83,30,50,270,"Medium Fast","Human-Like","",75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
557,"Generic",468,"Togekiss",4,"Fairy","Flying",1.5,38,"Hustle","Serene Grace","Super Luck",545,85,50,95,120,115,80,30,50,273,"Fast","Fairy","Flying",87.5,10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
558,"Generic",469,"Yanmega",4,"Bug","Flying",1.9,51.5,"Speed Boost","Tinted Lens","Frisk",515,86,76,86,116,56,95,30,50,180,"Medium Fast","Bug","",50,20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
559,"Generic",470,"Leafeon",4,"Grass","",1,25.5,"Leaf Guard","","Chlorophyll",525,65,110,130,60,65,95,45,35,184,"Medium Fast","Field","",87.5,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
560,"Generic",471,"Glaceon",4,"Ice","",0.8,25.9,"Snow Cloak","","Ice Body",525,65,60,110,130,95,65,45,35,184,"Medium Fast","Field","",87.5,35,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
561,"Generic",472,"Gliscor",4,"Ground","Flying",2,42.5,"Hyper Cutter","Sand Veil","Poison Heal",510,75,95,125,45,75,95,30,50,179,"Medium Slow","Bug","",50,20,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
562,"Generic",473,"Mamoswine",4,"Ice","Ground",2.5,291,"Oblivious","Snow Cloak","Thick Fat",530,110,130,80,70,60,80,50,50,265,"Slow","Field","",50,20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
563,"Generic",474,"Porygon-Z",4,"Normal","",0.9,34,"Adaptability","Download","Analytic",535,85,80,70,135,75,90,30,50,268,"Medium Fast","Mineral","",NaN,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
564,"Generic",475,"Gallade",4,"Psychic","Fighting",1.6,52,"Steadfast","","Justified",518,68,125,65,65,115,80,45,35,259,"Slow","Amorphous","Human-Like",100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
565,"Generic",475,"Mega Gallade",6,"Psychic","Fighting",1.6,56.4,"Inner Focus","","",618,68,165,95,65,115,110,45,35,309,"Slow","Amorphous","",100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
566,"Generic",476,"Probopass",4,"Rock","Steel",1.4,340,"Sturdy","Magnet Pull","Sand Force",525,60,55,145,75,150,40,60,50,184,"Medium Fast","Mineral","",50,20,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
567,"Generic",477,"Dusknoir",4,"Ghost","",2.2,106.6,"Pressure","","Frisk",525,45,100,135,65,135,45,45,35,263,"Fast","Amorphous","",50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
568,"Generic",478,"Froslass",4,"Ice","Ghost",1.3,26.6,"Snow Cloak","","Cursed Body",480,70,80,70,80,70,110,75,50,168,"Medium Fast","Fairy","Mineral",0,20,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
569,"Generic",479,"Rotom",4,"Electric","Ghost",0.3,0.3,"Levitate","","",440,50,50,77,95,77,91,45,50,154,"Medium Fast","Amorphous","",NaN,20,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
570,"Generic",479,"Heat Rotom",4,"Electric","Fire",0.3,0.3,"Levitate","","",520,50,65,107,105,107,86,45,50,182,"Medium Fast","Amorphous","",NaN,20,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
571,"Generic",479,"Wash Rotom",4,"Electric","Water",0.3,0.3,"Levitate","","",520,50,65,107,105,107,86,45,50,182,"Medium Fast","Amorphous","",NaN,20,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
572,"Generic",479,"Frost Rotom",4,"Electric","Ice",0.3,0.3,"Levitate","","",520,50,65,107,105,107,86,45,50,182,"Medium Fast","Amorphous","",NaN,20,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
573,"Generic",479,"Fan Rotom",4,"Electric","Flying",0.3,0.3,"Levitate","","",520,50,65,107,105,107,86,45,50,182,"Medium Fast","Amorphous","",NaN,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
574,"Generic",479,"Mow Rotom",4,"Electric","Grass",0.3,0.3,"Levitate","","",520,50,65,107,105,107,86,45,50,182,"Medium Fast","Amorphous","",NaN,20,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
575,"Sub Legendary",480,"Uxie",4,"Psychic","",0.3,0.3,"Levitate","","",580,75,75,130,75,130,95,3,140,290,"Slow","Undiscovered","",NaN,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
576,"Sub Legendary",481,"Mesprit",4,"Psychic","",0.3,0.3,"Levitate","","",580,80,105,105,105,105,80,3,140,290,"Slow","Undiscovered","",NaN,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
577,"Sub Legendary",482,"Azelf",4,"Psychic","",0.3,0.3,"Levitate","","",580,75,125,70,125,70,115,3,140,290,"Slow","Undiscovered","",NaN,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
578,"Legendary",483,"Dialga",4,"Steel","Dragon",5.4,683,"Pressure","","Telepathy",680,100,120,120,150,100,90,3,0,340,"Slow","Undiscovered","",NaN,120,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
579,"Legendary",484,"Palkia",4,"Water","Dragon",4.2,336,"Pressure","","Telepathy",680,90,120,100,150,120,100,3,0,340,"Slow","Undiscovered","",NaN,120,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
580,"Sub Legendary",485,"Heatran",4,"Fire","Steel",1.7,430,"Flash Fire","","Flame Body",600,91,90,106,130,106,77,3,100,300,"Slow","Undiscovered","",50,10,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
581,"Sub Legendary",486,"Regigigas",4,"Normal","",3.7,420,"Slow Start","","",670,110,160,110,80,110,100,3,0,335,"Slow","Undiscovered","",NaN,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
582,"Legendary",487,"Giratina Altered Forme",4,"Ghost","Dragon",4.5,750,"Pressure","","Telepathy",680,150,100,120,100,120,90,3,0,340,"Slow","Undiscovered","",NaN,120,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
583,"Legendary",487,"Giratina Origin Forme",4,"Ghost","Dragon",6.9,650,"Levitate","","",680,150,120,100,120,100,90,3,0,340,"Slow","Undiscovered","",NaN,120,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
584,"Sub Legendary",488,"Cresselia",4,"Psychic","",1.5,85.6,"Levitate","","",600,120,70,120,75,130,85,3,100,300,"Slow","Undiscovered","",0,120,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
585,"Mythical",489,"Phione",4,"Water","",0.4,3.1,"Hydration","","",480,80,80,80,80,80,80,30,50,240,"Slow","Fairy","Water 1",NaN,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
586,"Mythical",490,"Manaphy",4,"Water","",0.3,1.4,"Hydration","","",600,100,100,100,100,100,100,3,50,300,"Slow","Fairy","Water 1",NaN,10,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
587,"Mythical",491,"Darkrai",4,"Dark","",1.5,50.5,"Bad Dreams","","",600,70,90,90,135,90,125,3,0,300,"Slow","Undiscovered","",NaN,120,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
588,"Mythical",492,"Shaymin Land Forme",4,"Grass","",0.2,2.1,"Natural Cure","","",600,100,100,100,100,100,100,45,100,300,"Medium Slow","Undiscovered","",NaN,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
589,"Mythical",492,"Shaymin Sky Forme",4,"Grass","Flying",0.4,5.2,"Serene Grace","","",600,100,103,75,120,75,127,45,100,300,"Medium Slow","Undiscovered","",NaN,120,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
590,"Mythical",493,"Arceus",4,"Normal","",3.2,320,"Multitype","","",720,120,120,120,120,120,120,3,0,360,"Slow","Undiscovered","",NaN,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
591,"Mythical",494,"Victini",5,"Psychic","Fire",0.4,4,"Victory Star","","",600,100,100,100,100,100,100,3,100,300,"Slow","Undiscovered","",NaN,120,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
592,"Generic",495,"Snivy",5,"Grass","",0.6,8.1,"Overgrow","","Contrary",308,45,45,55,45,55,63,45,50,62,"Medium Slow","Field","Grass",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
593,"Generic",496,"Servine",5,"Grass","",0.8,16,"Overgrow","","Contrary",413,60,60,75,60,75,83,45,50,145,"Medium Slow","Field","Grass",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
594,"Generic",497,"Serperior",5,"Grass","",3.3,63,"Overgrow","","Contrary",528,75,75,95,75,95,113,45,50,264,"Medium Slow","Field","Grass",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
595,"Generic",498,"Tepig",5,"Fire","",0.5,9.9,"Blaze","","Thick Fat",308,65,63,45,45,45,45,45,50,62,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
596,"Generic",499,"Pignite",5,"Fire","Fighting",1,55.5,"Blaze","","Thick Fat",418,90,93,55,70,55,55,45,50,146,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
597,"Generic",500,"Emboar",5,"Fire","Fighting",1.6,150,"Blaze","","Reckless",528,110,123,65,100,65,65,45,50,264,"Medium Slow","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
598,"Generic",501,"Oshawott",5,"Water","",0.5,5.9,"Torrent","","Shell Armor",308,55,55,45,63,45,45,45,50,62,"Medium Slow","Field","",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
599,"Generic",502,"Dewott",5,"Water","",0.8,24.5,"Torrent","","Shell Armor",413,75,75,60,83,60,60,45,50,145,"Medium Slow","Field","",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
600,"Generic",503,"Samurott",5,"Water","",1.5,94.6,"Torrent","","Shell Armor",528,95,100,85,108,70,70,45,50,264,"Medium Slow","Field","",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
601,"Generic",504,"Patrat",5,"Normal","",0.5,11.6,"Run Away","Keen Eye","Analytic",255,45,55,39,35,39,42,255,50,51,"Medium Fast","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
602,"Generic",505,"Watchog",5,"Normal","",1.1,27,"Illuminate","Keen Eye","Analytic",420,60,85,69,60,69,77,255,50,147,"Medium Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
603,"Generic",506,"Lillipup",5,"Normal","",0.4,4.1,"Vital Spirit","Pickup","Run Away",275,45,60,45,25,45,55,255,50,55,"Medium Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
604,"Generic",507,"Herdier",5,"Normal","",0.9,14.7,"Intimidate","Sand Rush","Scrappy",370,65,80,65,35,65,60,120,50,130,"Medium Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
605,"Generic",508,"Stoutland",5,"Normal","",1.2,61,"Intimidate","Sand Rush","Scrappy",500,85,110,90,45,90,80,45,50,250,"Medium Slow","Field","",50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
606,"Generic",509,"Purrloin",5,"Dark","",0.4,10.1,"Limber","Unburden","Prankster",281,41,50,37,50,37,66,255,50,56,"Medium Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
607,"Generic",510,"Liepard",5,"Dark","",1.1,37.5,"Limber","Unburden","Prankster",446,64,88,50,88,50,106,90,50,156,"Medium Fast","Field","",50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
608,"Generic",511,"Pansage",5,"Grass","",0.6,10.5,"Gluttony","","Overgrow",316,50,53,48,53,48,64,190,50,63,"Medium Fast","Field","",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
609,"Generic",512,"Simisage",5,"Grass","",1.1,30.5,"Gluttony","","Overgrow",498,75,98,63,98,63,101,75,50,174,"Medium Fast","Field","",87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
610,"Generic",513,"Pansear",5,"Fire","",0.6,11,"Gluttony","","Blaze",316,50,53,48,53,48,64,190,50,63,"Medium Fast","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
611,"Generic",514,"Simisear",5,"Fire","",1,28,"Gluttony","","Blaze",498,75,98,63,98,63,101,75,50,174,"Medium Fast","Field","",87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
612,"Generic",515,"Panpour",5,"Water","",0.6,13.5,"Gluttony","","Torrent",316,50,53,48,53,48,64,190,50,63,"Medium Fast","Field","",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
613,"Generic",516,"Simipour",5,"Water","",1,29,"Gluttony","","Torrent",498,75,98,63,98,63,101,75,50,174,"Medium Fast","Field","",87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
614,"Generic",517,"Munna",5,"Psychic","",0.6,23.3,"Forewarn","Synchronize","Telepathy",292,76,25,45,67,55,24,190,50,58,"Fast","Field","",50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
615,"Generic",518,"Musharna",5,"Psychic","",1.1,60.5,"Forewarn","Synchronize","Telepathy",487,116,55,85,107,95,29,75,50,170,"Fast","Field","",50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
616,"Generic",519,"Pidove",5,"Normal","Flying",0.3,2.1,"Big Pecks","Super Luck","Rivalry",264,50,55,50,36,30,43,255,50,53,"Medium Slow","Flying","",50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
617,"Generic",520,"Tranquill",5,"Normal","Flying",0.6,15,"Big Pecks","Super Luck","Rivalry",358,62,77,62,50,42,65,120,50,125,"Medium Slow","Flying","",50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
618,"Generic",521,"Unfezant",5,"Normal","Flying",1.2,29,"Big Pecks","Super Luck","Rivalry",488,80,115,80,65,55,93,45,50,244,"Medium Slow","Flying","",50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
619,"Generic",522,"Blitzle",5,"Electric","",0.8,29.8,"Lightning Rod","Motor Drive","Sap Sipper",295,45,60,32,50,32,76,190,50,59,"Medium Fast","Field","",50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
620,"Generic",523,"Zebstrika",5,"Electric","",1.6,79.5,"Lightning Rod","Motor Drive","Sap Sipper",497,75,100,63,80,63,116,75,50,174,"Medium Fast","Field","",50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
621,"Generic",524,"Roggenrola",5,"Rock","",0.4,18,"Sturdy","Weak Armor","Sand Force",280,55,75,85,25,25,15,255,50,56,"Medium Slow","Mineral","",50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
622,"Generic",525,"Boldore",5,"Rock","",0.9,102,"Sturdy","Weak Armor","Sand Force",390,70,105,105,50,40,20,120,50,137,"Medium Slow","Mineral","",50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
623,"Generic",526,"Gigalith",5,"Rock","",1.7,260,"Sturdy","Sand Stream","Sand Force",515,85,135,130,60,80,25,45,50,258,"Medium Slow","Mineral","",50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
624,"Generic",527,"Woobat",5,"Psychic","Flying",0.4,2.1,"Unaware","Klutz","Simple",323,65,45,43,55,43,72,190,50,65,"Medium Fast","Field","Flying",50,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
625,"Generic",528,"Swoobat",5,"Psychic","Flying",0.9,10.5,"Unaware","Klutz","Simple",425,67,57,55,77,55,114,45,50,149,"Medium Fast","Field","Flying",50,15,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
626,"Generic",529,"Drilbur",5,"Ground","",0.3,8.5,"Sand Rush","Sand Force","Mold Breaker",328,60,85,40,30,45,68,120,50,66,"Medium Fast","Field","",50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
627,"Generic",530,"Excadrill",5,"Ground","Steel",0.7,40.4,"Sand Rush","Sand Force","Mold Breaker",508,110,135,60,50,65,88,60,50,178,"Medium Fast","Field","",50,20,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
628,"Generic",531,"Audino",5,"Normal","",1.1,31,"Healer","Regenerator","Klutz",445,103,60,86,60,86,50,255,50,390,"Fast","Fairy","",50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
629,"Generic",531,"Mega Audino",6,"Normal","Fairy",1.5,32,"Healer","","",545,103,60,126,80,126,50,255,50,425,"Fast","Fairy","",50,20,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
630,"Generic",532,"Timburr",5,"Fighting","",0.6,12.5,"Guts","Sheer Force","Iron Fist",305,75,80,55,25,35,35,180,70,61,"Medium Slow","Human-Like","",75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
631,"Generic",533,"Gurdurr",5,"Fighting","",1.2,40,"Guts","Sheer Force","Iron Fist",405,85,105,85,40,50,40,90,50,142,"Medium Slow","Human-Like","",75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
632,"Generic",534,"Conkeldurr",5,"Fighting","",1.4,87,"Guts","Sheer Force","Iron Fist",505,105,140,95,55,65,45,45,50,253,"Medium Slow","Human-Like","",75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
633,"Generic",535,"Tympole",5,"Water","",0.5,4.5,"Swift Swim","Hydration","Water Absorb",294,50,50,40,50,40,64,255,50,59,"Medium Slow","Water 1","",50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
